sample	locus	read_count	molecule_count
T21-20-2_S8_R1_001	chr3_50337481	4330	563
T21-20-2_S8_R1_001	chr3_53098154	4245	550
T21-20-2_S8_R1_001	chr3_53515458	4213	541
T21-20-2_S8_R1_001	chr3_56683639	4276	622
T21-20-2_S8_R1_001	chr3_58042820	3998	529
T21-20-2_S8_R1_001	chr3_60912347	4076	526
T21-20-2_S8_R1_001	chr3_67380028	3671	509
T21-20-2_S8_R1_001	chr3_7146517	4993	602
T21-20-2_S8_R1_001	chr3_72848124	4174	551
T21-20-2_S8_R1_001	chr3_84958783	3596	555
T21-20-2_S8_R1_001	chr3_86345977	4830	631
T21-20-2_S8_R1_001	chr3_99795987	3876	506
T21-20-2_S8_R1_001	unmatched	417660	34835
T21-20-3_S9_R1_001	chr2_100955305	2251	418
T21-20-3_S9_R1_001	chr2_101085535	2112	381
T21-20-3_S9_R1_001	chr2_102305387	1845	283
T21-20-3_S9_R1_001	chr2_103792960	2667	443
T21-20-3_S9_R1_001	chr2_104792858	2457	402
T21-20-3_S9_R1_001	chr2_108565153	2274	366
T21-20-3_S9_R1_001	chr2_112647051	2611	503
T21-20-3_S9_R1_001	chr2_11406302	2850	472
T21-20-3_S9_R1_001	chr21_14788887	2994	473
T21-20-3_S9_R1_001	chr21_14853307	2320	349
T21-20-3_S9_R1_001	chr2_115162453	2443	463
T21-20-3_S9_R1_001	chr2_115162508	0	0
T21-20-3_S9_R1_001	chr21_15494467	3030	646
T21-20-3_S9_R1_001	chr21_15967507	2356	392
T21-20-3_S9_R1_001	chr21_16486166	3033	575
T21-20-3_S9_R1_001	chr2_118224692	2499	519
T21-20-3_S9_R1_001	chr21_18477249	2701	431
T21-20-3_S9_R1_001	chr21_18745264	2608	406
T21-20-3_S9_R1_001	chr21_20262845	2110	327
T21-20-3_S9_R1_001	chr2_120868127	2354	520
T21-20-3_S9_R1_001	chr21_21027729	2126	322
T21-20-3_S9_R1_001	chr21_23049826	3138	535
T21-20-3_S9_R1_001	chr21_24075508	2772	406
T21-20-3_S9_R1_001	chr21_24738544	3047	482
T21-20-3_S9_R1_001	chr21_24844831	2839	535
T21-20-3_S9_R1_001	chr2_125311103	2457	405
T21-20-3_S9_R1_001	chr21_25447962	2448	384
T21-20-3_S9_R1_001	chr21_25930186	2310	400
T21-20-3_S9_R1_001	chr21_26206777	2930	522
T21-20-3_S9_R1_001	chr21_26381471	2797	414
T21-20-3_S9_R1_001	chr21_26966048	2810	417
T21-20-3_S9_R1_001	chr21_27008952	2077	378
T21-20-3_S9_R1_001	chr21_28545265	2515	425
T21-20-3_S9_R1_001	chr21_29073899	3091	579
T21-20-3_S9_R1_001	chr21_29121792	3000	442
T21-20-3_S9_R1_001	chr21_29364391	1203	202
T21-20-3_S9_R1_001	chr21_31120259	3031	573
T21-20-3_S9_R1_001	chr21_31423663	2967	453
T21-20-3_S9_R1_001	chr21_31657263	2829	434
T21-20-3_S9_R1_001	chr21_31658073	0	0
T21-20-3_S9_R1_001	chr21_31779400	2872	516
T21-20-3_S9_R1_001	chr21_31956365	2882	461
T21-20-3_S9_R1_001	chr21_32338779	2926	488
T21-20-3_S9_R1_001	chr21_32476741	2975	563
T21-20-3_S9_R1_001	chr21_32848925	1319	249
T21-20-3_S9_R1_001	chr21_32881012	3594	684
T21-20-3_S9_R1_001	chr21_33024001	2889	485
T21-20-3_S9_R1_001	chr21_33047975	3086	470
T21-20-3_S9_R1_001	chr21_33127293	2713	463
T21-20-3_S9_R1_001	chr21_33533637	3215	520
T21-20-3_S9_R1_001	chr21_33550726	2721	475
T21-20-3_S9_R1_001	chr21_33588250	2845	482
T21-20-3_S9_R1_001	chr21_33880709	3272	508
T21-20-3_S9_R1_001	chr21_33915819	3011	611
T21-20-3_S9_R1_001	chr21_34074498	2701	559
T21-20-3_S9_R1_001	chr21_34761453	3314	571
T21-20-3_S9_R1_001	chr21_35048563	3614	508
T21-20-3_S9_R1_001	chr2_135073864	2860	495
T21-20-3_S9_R1_001	chr21_35205270	2919	449
T21-20-3_S9_R1_001	chr2_135789621	2613	455
T21-20-3_S9_R1_001	chr21_36278065	3062	482
T21-20-3_S9_R1_001	chr21_36460959	2639	471
T21-20-3_S9_R1_001	chr21_36708786	2925	486
T21-20-3_S9_R1_001	chr21_36756660	3045	534
T21-20-3_S9_R1_001	chr21_36881369	2536	405
T21-20-3_S9_R1_001	chr21_37006742	3025	522
T21-20-3_S9_R1_001	chr21_38567086	2667	750
T21-20-3_S9_R1_001	chr21_38759623	3250	469
T21-20-3_S9_R1_001	chr21_39062244	2356	390
T21-20-3_S9_R1_001	chr21_39444854	3051	639
T21-20-3_S9_R1_001	chr21_40016085	2734	458
T21-20-3_S9_R1_001	chr21_40178954	2872	451
T21-20-3_S9_R1_001	chr21_40426887	3455	546
T21-20-3_S9_R1_001	chr21_40995931	2556	436
T21-20-3_S9_R1_001	chr21_41225949	2566	464
T21-20-3_S9_R1_001	chr21_41506859	2151	388
T21-20-3_S9_R1_001	chr21_41724413	3570	627
T21-20-3_S9_R1_001	chr21_41768876	2441	375
T21-20-3_S9_R1_001	chr21_41943683	2629	416
T21-20-3_S9_R1_001	chr21_42090223	2665	484
T21-20-3_S9_R1_001	chr21_42138015	3393	562
T21-20-3_S9_R1_001	chr21_42219346	3103	554
T21-20-3_S9_R1_001	chr21_42254610	3215	669
T21-20-3_S9_R1_001	chr21_42344471	2913	502
T21-20-3_S9_R1_001	chr21_42360636	2491	439
T21-20-3_S9_R1_001	chr21_42658507	3140	560
T21-20-3_S9_R1_001	chr21_43273281	3224	567
T21-20-3_S9_R1_001	chr21_43303475	2903	545
T21-20-3_S9_R1_001	chr21_43319469	3392	597
T21-20-3_S9_R1_001	chr21_43770202	2684	540
T21-20-3_S9_R1_001	chr21_43812691	2269	431
T21-20-3_S9_R1_001	chr21_43856906	3408	517
T21-20-3_S9_R1_001	chr21_43957875	2891	540
T21-20-3_S9_R1_001	chr21_43982821	2457	481
T21-20-3_S9_R1_001	chr21_44326763	2876	563
T21-20-3_S9_R1_001	chr21_44504844	2913	506
T21-20-3_S9_R1_001	chr21_44527351	2388	458
T21-20-3_S9_R1_001	chr21_44664502	2858	430
T21-20-3_S9_R1_001	chr21_44708346	2568	432
T21-20-3_S9_R1_001	chr21_44711236	2931	521
T21-20-3_S9_R1_001	chr21_44771421	2952	490
T21-20-3_S9_R1_001	chr21_44855283	3216	514
T21-20-3_S9_R1_001	chr21_45027814	2935	448
T21-20-3_S9_R1_001	chr21_45056373	2793	471
T21-20-3_S9_R1_001	chr2_145245523	2748	420
T21-20-3_S9_R1_001	chr21_45254594	1567	234
T21-20-3_S9_R1_001	chr21_45282802	2943	545
T21-20-3_S9_R1_001	chr21_45828339	2748	487
T21-20-3_S9_R1_001	chr21_45982832	2755	528
T21-20-3_S9_R1_001	chr21_46125933	2925	554
T21-20-3_S9_R1_001	chr21_46126070	127	22
T21-20-3_S9_R1_001	chr21_46370078	3066	476
T21-20-3_S9_R1_001	chr21_46377989	2171	432
T21-20-3_S9_R1_001	chr21_46415136	2619	440
T21-20-3_S9_R1_001	chr21_46667540	2550	463
T21-20-3_S9_R1_001	chr2_152334950	2834	474
T21-20-3_S9_R1_001	chr2_15474108	2746	583
T21-20-3_S9_R1_001	chr2_158212563	2734	470
T21-20-3_S9_R1_001	chr2_163017782	2442	452
T21-20-3_S9_R1_001	chr2_167231349	2354	374
T21-20-3_S9_R1_001	chr2_17124032	2387	422
T21-20-3_S9_R1_001	chr2_176099389	2283	449
T21-20-3_S9_R1_001	chr2_177249947	2334	391
T21-20-3_S9_R1_001	chr2_178250714	2103	351
T21-20-3_S9_R1_001	chr2_17931415	2582	429
T21-20-3_S9_R1_001	chr2_190246811	2650	419
T21-20-3_S9_R1_001	chr2_190952120	1855	330
T21-20-3_S9_R1_001	chr2_19240391	2682	416
T21-20-3_S9_R1_001	chr2_197051977	2506	413
T21-20-3_S9_R1_001	chr2_198064874	2055	328
T21-20-3_S9_R1_001	chr2_199463719	2917	517
T21-20-3_S9_R1_001	chr2_202868115	2567	392
T21-20-3_S9_R1_001	chr2_20646683	2424	436
T21-20-3_S9_R1_001	chr2_21608302	2274	418
T21-20-3_S9_R1_001	chr2_216848171	2810	488
T21-20-3_S9_R1_001	chr2_218819411	2390	395
T21-20-3_S9_R1_001	chr2_223957413	3033	482
T21-20-3_S9_R1_001	chr2_225082160	2563	402
T21-20-3_S9_R1_001	chr2_227759997	2466	418
T21-20-3_S9_R1_001	chr2_230722965	2594	384
T21-20-3_S9_R1_001	chr2_232372794	198	33
T21-20-3_S9_R1_001	chr2_233308485	2865	423
T21-20-3_S9_R1_001	chr2_23401307	2387	510
T21-20-3_S9_R1_001	chr2_235577831	2493	407
T21-20-3_S9_R1_001	chr2_237660339	2206	371
T21-20-3_S9_R1_001	chr2_238789650	2802	420
T21-20-3_S9_R1_001	chr2_239581665	2661	456
T21-20-3_S9_R1_001	chr2_240800370	2749	517
T21-20-3_S9_R1_001	chr2_24425782	2935	639
T21-20-3_S9_R1_001	chr2_24739837	2492	401
T21-20-3_S9_R1_001	chr2_2795811	2396	475
T21-20-3_S9_R1_001	chr2_30766193	2981	496
T21-20-3_S9_R1_001	chr2_31198935	3134	495
T21-20-3_S9_R1_001	chr2_3323538	2187	395
T21-20-3_S9_R1_001	chr2_39665236	2065	339
T21-20-3_S9_R1_001	chr2_42844903	2283	375
T21-20-3_S9_R1_001	chr2_46512548	2760	483
T21-20-3_S9_R1_001	chr2_47653669	2513	400
T21-20-3_S9_R1_001	chr2_59344696	2307	419
T21-20-3_S9_R1_001	chr2_68077544	2325	402
T21-20-3_S9_R1_001	chr2_70411829	3084	526
T21-20-3_S9_R1_001	chr2_71830719	2295	378
T21-20-3_S9_R1_001	chr2_78404591	2592	423
T21-20-3_S9_R1_001	chr2_82461489	2256	360
T21-20-3_S9_R1_001	chr2_88350766	2754	464
T21-20-3_S9_R1_001	chr2_94878207	2143	384
T21-20-3_S9_R1_001	chr2_96661714	2648	384
T21-20-3_S9_R1_001	chr3_10115503	1976	356
T21-20-3_S9_R1_001	chr3_102471124	2820	453
T21-20-3_S9_R1_001	chr3_108590104	2299	392
T21-20-3_S9_R1_001	chr3_115933119	2286	405
T21-20-3_S9_R1_001	chr3_11643325	2882	501
T21-20-3_S9_R1_001	chr3_123028610	2637	456
T21-20-3_S9_R1_001	chr3_126158628	2807	447
T21-20-3_S9_R1_001	chr3_128496786	2894	528
T21-20-3_S9_R1_001	chr3_129975369	3016	548
T21-20-3_S9_R1_001	chr3_13021664	2781	431
T21-20-3_S9_R1_001	chr3_132904228	2233	380
T21-20-3_S9_R1_001	chr3_135013488	2644	433
T21-20-3_S9_R1_001	chr3_138920203	2850	444
T21-20-3_S9_R1_001	chr3_139536560	2807	432
T21-20-3_S9_R1_001	chr3_141077108	2904	492
T21-20-3_S9_R1_001	chr3_142579019	2645	429
T21-20-3_S9_R1_001	chr3_14401969	2447	378
T21-20-3_S9_R1_001	chr3_14729485	2497	436
T21-20-3_S9_R1_001	chr3_147405373	2525	587
T21-20-3_S9_R1_001	chr3_150409527	2715	540
T21-20-3_S9_R1_001	chr3_15332827	2208	355
T21-20-3_S9_R1_001	chr3_155744602	2687	463
T21-20-3_S9_R1_001	chr3_158103833	2656	437
T21-20-3_S9_R1_001	chr3_16878779	2691	466
T21-20-3_S9_R1_001	chr3_169661783	2491	418
T21-20-3_S9_R1_001	chr3_171977552	2494	542
T21-20-3_S9_R1_001	chr3_178480430	2476	449
T21-20-3_S9_R1_001	chr3_182242046	2602	448
T21-20-3_S9_R1_001	chr3_184260793	2588	399
T21-20-3_S9_R1_001	chr3_186000600	2690	433
T21-20-3_S9_R1_001	chr3_188214075	2661	425
T21-20-3_S9_R1_001	chr3_194304458	2522	454
T21-20-3_S9_R1_001	chr3_195867678	1190	207
T21-20-3_S9_R1_001	chr3_20111719	3025	449
T21-20-3_S9_R1_001	chr3_24182831	2710	401
T21-20-3_S9_R1_001	chr3_25782941	2700	483
T21-20-3_S9_R1_001	chr3_27720641	2639	447
T21-20-3_S9_R1_001	chr3_3027789	3047	470
T21-20-3_S9_R1_001	chr3_32238102	2175	360
T21-20-3_S9_R1_001	chr3_32384446	2756	480
T21-20-3_S9_R1_001	chr3_3731695	1431	226
T21-20-3_S9_R1_001	chr3_40453126	3133	511
T21-20-3_S9_R1_001	chr3_43290099	2758	437
T21-20-3_S9_R1_001	chr3_45046133	2798	480
T21-20-3_S9_R1_001	chr3_46488803	2833	465
T21-20-3_S9_R1_001	chr3_47282335	2746	462
T21-20-3_S9_R1_001	chr3_4867857	2770	483
T21-20-3_S9_R1_001	chr3_49014085	2515	443
T21-20-3_S9_R1_001	chr3_50337481	2664	440
T21-20-3_S9_R1_001	chr3_53098154	2866	464
T21-20-3_S9_R1_001	chr3_53515458	2611	422
T21-20-3_S9_R1_001	chr3_56683639	2785	502
T21-20-3_S9_R1_001	chr3_58042820	2800	446
T21-20-3_S9_R1_001	chr3_60912347	2828	457
T21-20-3_S9_R1_001	chr3_67380028	2811	483
T21-20-3_S9_R1_001	chr3_7146517	3207	496
T21-20-3_S9_R1_001	chr3_72848124	2555	439
T21-20-3_S9_R1_001	chr3_84958783	2168	402
T21-20-3_S9_R1_001	chr3_86345977	2838	494
T21-20-3_S9_R1_001	chr3_99795987	2334	392
T21-20-3_S9_R1_001	unmatched	347859	35410
